id,rwa_score,testelapse,education,engnat,education_level,urban,gender,age,hand,familysize
455,1.9,183,3,1,University degree,Suburban,Female,34,Right,2
456,1.8,517,2,1,High School,Urban,Female,21,Right,1
457,1.7,246,2,1,High School,Suburban,Male,23,Right,1
458,1.35,171,2,1,High School,Suburban,Male,22,Right,4
459,3.05,332,1,1,Less than high school,Suburban,Male,45,Right,3
460,2.5,355,3,2,University degree,Rural,Male,23,Right,1
461,1.1,120,3,1,University degree,Suburban,Female,37,Left,1
462,2.75,186,2,1,High School,Urban,Male,25,Left,3
463,2.05,245,3,1,University degree,Rural,Male,37,Right,2
464,1.6,100,2,1,High School,Urban,Male,21,Right,1
465,3.1,197,3,1,University degree,Suburban,Male,39,Right,2
466,1.6,709,3,2,University degree,Rural,Female,34,Right,2
467,2.8,190,3,1,University degree,Suburban,Male,26,Right,1
468,1.65,170,4,1,Graduate degree,Urban,Male,35,Right,4
469,4.5,10047,3,1,University degree,Urban,Male,24,Both,3
470,1,141,2,1,High School,Suburban,Female,19,Right,2
471,1.7,136,3,1,University degree,Urban,Male,29,Right,2
472,1.65,245,2,1,High School,Suburban,Male,21,Right,4
473,1.95,366,2,1,High School,Suburban,Male,17,Both,5
474,2.3,144,2,1,High School,Rural,Male,20,Both,4
475,1.2,211,2,1,High School,Suburban,Male,19,Right,3
476,1.4,193,2,1,High School,Rural,Male,18,Left,2
477,2.1,341,2,1,High School,Rural,Female,25,NA,4
478,1.35,332,1,1,Less than high school,Urban,Male,16,Right,1
479,1.75,95,3,1,University degree,Suburban,Male,24,Right,2
480,4.35,259,0,2,NA,Suburban,Female,14,Right,2
481,2.15,213,2,2,High School,Urban,Male,15,Right,2
482,4.3,173,3,1,University degree,Suburban,Female,24,Right,2
483,1.1,126,3,1,University degree,Suburban,Female,31,Right,2
484,1.3,252,1,1,Less than high school,Suburban,Female,26,Right,8
485,2.6,227,3,1,University degree,Rural,Male,24,Right,3
486,6.95,264,2,1,High School,Suburban,Male,48,Both,8
487,2.7,162,2,1,High School,Urban,Female,39,Right,1
488,5.1,294,2,1,High School,Rural,Male,68,Right,4
489,3.25,153,3,1,University degree,Suburban,Male,18,Right,2
490,1.95,185,2,1,High School,Rural,Male,20,Right,5
491,5.8,160,4,1,Graduate degree,Suburban,Male,22,Left,4
492,1,172,1,1,Less than high school,Suburban,Female,15,Right,1
493,1.7,233,2,1,High School,Urban,Male,17,Right,2
494,3.2,809,2,1,High School,Rural,Male,16,Right,3
495,1.55,236,2,1,High School,Suburban,Male,18,Right,2
496,3.55,3393,1,2,Less than high school,Urban,Male,16,Right,2
497,6.25,169,2,1,High School,Urban,Female,18,Right,4
498,1.3,135,4,1,Graduate degree,Suburban,Male,27,Right,2
499,1.35,181,2,1,High School,Urban,Male,32,Right,2
500,1.25,333,2,1,High School,NA,Male,17,Right,1
501,3.85,260,1,2,Less than high school,Rural,Male,18,Right,2
502,1,218,3,1,University degree,Rural,Male,25,Right,2
503,2.4,351,4,2,Graduate degree,Urban,Female,22,Right,1
504,2.4,337,2,1,High School,Suburban,Female,62,Right,1
505,1.25,125,1,1,Less than high school,Suburban,Female,13,Right,1
506,2.75,414,2,1,High School,Suburban,Male,18,Left,8
507,1,167,3,2,University degree,Rural,Female,28,Right,2
508,3.25,281,2,2,High School,Urban,Male,24,Right,2
509,3.4,157,2,1,High School,Suburban,Male,16,Right,1
510,2.9,360,2,1,High School,Suburban,Female,15,Right,2
511,1.8,393,1,2,Less than high school,Urban,Female,16,Right,1
512,1.55,252,2,1,High School,Suburban,Female,33,Right,2
513,2.85,166,3,1,University degree,Rural,Male,20,Right,2
514,6,214,4,1,Graduate degree,Urban,Male,58,Right,2
515,5.35,333,2,1,High School,Suburban,Male,19,Right,7
516,1.35,217,2,1,High School,Rural,Female,41,Right,5
517,1.15,171,2,1,High School,Suburban,Male,21,Right,2
518,5.5,246,4,2,Graduate degree,Rural,Male,28,Right,2
519,5.7,262,2,2,High School,Urban,Male,15,Right,2
520,1.9,115,2,1,High School,Rural,Male,18,Right,3
521,4.25,187,4,1,Graduate degree,Urban,Male,50,Right,4
522,1,146,3,2,University degree,Urban,Female,29,Right,1
523,1.6,243,2,1,High School,Suburban,Female,18,Right,3
524,5.1,224,2,1,High School,Suburban,Male,19,Right,3
525,3.25,199,2,1,High School,Suburban,NA,18,Right,1
526,1.5,182,2,1,High School,Suburban,Female,33,Both,2
527,3.35,135,3,1,University degree,Suburban,Male,22,Left,2
528,7.6,227,1,1,Less than high school,Rural,Male,15,Right,3
529,4.7,124,1,2,Less than high school,Urban,Male,14,Both,2
530,3.15,254,3,1,University degree,Urban,Male,63,Right,5
531,5.75,234,2,2,High School,Urban,Female,17,Left,3
532,1.25,176,3,2,University degree,Urban,Female,23,Right,1
533,3.1,210,3,2,University degree,Suburban,Male,30,Right,3
534,1.2,235,2,2,High School,Rural,Male,14,Right,3
535,1,301,1,1,Less than high school,Suburban,Male,16,Left,2
536,2.25,487,3,2,University degree,Urban,Male,43,Right,2
537,1,69,3,1,University degree,Suburban,Female,27,Right,2
538,1.3,205,4,1,Graduate degree,Rural,Female,43,Both,1
539,1.7,275,2,1,High School,Suburban,Female,48,Right,4
540,1,118,4,1,Graduate degree,Suburban,Female,27,Right,3
541,1.7,142,2,1,High School,Rural,Female,21,Left,3
542,2,99,2,1,High School,Suburban,Male,18,Right,2
543,2.7,185,3,2,University degree,Urban,Male,22,Right,1
544,5.6,378,1,2,Less than high school,Urban,Male,16,Right,2
545,1.1,319,3,2,University degree,Rural,Male,25,Right,3
546,5.7,175,2,1,High School,Urban,Male,20,Right,4
547,1.3,258,1,1,Less than high school,Suburban,Female,15,Right,2
548,1.3,242,3,1,University degree,Suburban,Male,24,Left,3
549,6.25,223,2,1,High School,Suburban,Female,27,Right,3
550,2.15,141,2,1,High School,Urban,Female,16,Right,2
551,2.05,170,2,1,High School,Suburban,Female,70,Right,1
552,1.6,198,3,2,University degree,Suburban,Male,42,Right,2
553,2.45,776,4,1,Graduate degree,Suburban,Male,31,Right,4
554,6.6,240,2,1,High School,Suburban,Male,16,Right,2
555,2.35,195,3,2,University degree,Urban,Female,26,Right,2
556,4.3,113,4,2,Graduate degree,Urban,Male,32,Right,2
557,1,114,4,1,Graduate degree,Urban,Female,52,Left,1
558,2.85,173,3,1,University degree,Suburban,Female,40,Right,2
559,3.75,128,3,1,University degree,Suburban,Male,21,Right,2
560,3.15,272,3,2,University degree,Rural,Male,25,Right,2
561,2.3,238,2,1,High School,Suburban,Male,21,Left,3
562,1.5,468,2,1,High School,Suburban,Male,19,Right,3
563,1.95,6737,4,2,Graduate degree,Rural,Male,42,Right,2
564,1.95,158,2,1,High School,Suburban,Male,18,Left,2
565,2,548,4,1,Graduate degree,Rural,Male,34,Right,3
566,2.75,399,1,1,Less than high school,Rural,Female,16,Right,2
567,3.4,211,2,1,High School,Urban,Male,44,Right,2
568,2.45,216,2,1,High School,Suburban,Female,59,Right,7
569,4.4,182,4,1,Graduate degree,Suburban,Female,48,Right,1
570,1.2,231,3,1,University degree,Urban,Female,59,Right,3
571,2.15,167,4,1,Graduate degree,Urban,Female,54,Right,3
572,3.65,248,1,1,Less than high school,Urban,Male,17,Right,2
573,2.55,298,0,2,NA,Suburban,Female,45,Both,3
574,1.95,207,2,1,High School,Suburban,Female,18,Right,1
575,1.2,1225,2,1,High School,Urban,Female,29,Right,5
576,3.75,325,2,1,High School,Suburban,Female,52,Right,3
577,2.15,141,1,1,Less than high school,Suburban,Female,14,Right,2
578,5.2,237,2,1,High School,Urban,Male,18,Right,8
579,2.55,270,2,2,High School,Urban,Female,22,Left,2
580,8.1,229,3,2,University degree,Urban,Female,27,Right,0
581,6.65,186,4,2,Graduate degree,Suburban,Male,51,Right,2
582,1.7,134,2,2,High School,Suburban,Female,17,Right,2
583,5.85,310,3,1,University degree,Suburban,Female,33,Right,2
584,1.25,178,2,1,High School,Urban,Female,19,Both,2
585,4.8,556,2,2,High School,Urban,Male,16,Right,3
586,2.8,629,2,1,High School,Suburban,Female,17,Right,3
587,1.95,198,3,2,University degree,Suburban,Male,26,Right,3
588,2.85,150,3,2,University degree,Suburban,Male,44,Right,2
589,1.85,189,4,1,Graduate degree,Suburban,Male,32,Left,3
590,3,298,1,2,Less than high school,Urban,Female,18,Right,2
591,2.6,255,1,2,Less than high school,Suburban,Female,16,Right,1
592,6.05,253,2,1,High School,Urban,Male,15,Right,3
593,4.25,209,2,1,High School,Urban,Male,22,Both,0
594,1.7,399,3,1,University degree,Urban,Male,22,Right,4
595,1.05,130,2,1,High School,Urban,Male,43,Right,2
596,4.1,242,2,2,High School,Suburban,Female,17,Right,3
597,2.55,372,3,2,University degree,Urban,Other,19,Right,5
598,2.45,218,2,1,High School,Suburban,Female,33,Both,2
599,4.65,223,2,1,High School,Urban,Male,16,Left,2
600,5,19,1,2,Less than high school,Suburban,Other,555,Both,0
601,4.65,221,4,1,Graduate degree,Suburban,Male,49,Left,2
602,1.6,232,3,2,University degree,Urban,Male,40,Right,1
603,2.8,288,2,1,High School,Urban,Male,18,Left,2
604,4.65,239,2,1,High School,Suburban,Male,19,Right,1
605,8.05,226,2,1,High School,Urban,Male,35,Right,2
606,1.6,154,1,1,Less than high school,Suburban,Male,42,Right,2
607,1.1,138,2,1,High School,Rural,Female,38,Right,2
608,1.35,375,1,1,Less than high school,Suburban,Female,14,Right,2
609,4.35,288,3,1,University degree,Urban,Female,47,Right,3
610,7.35,232,3,2,University degree,Rural,Male,27,Right,4
611,1.7,246,1,1,Less than high school,Suburban,Female,17,Right,2
612,2.65,236,2,2,High School,Urban,Female,18,Right,0
613,1.7,122,4,1,Graduate degree,Rural,Male,27,Right,1
614,2,149,2,1,High School,Urban,Male,16,Right,2
615,5.75,184,2,1,High School,Suburban,Male,18,Right,3
616,2.9,130,2,2,High School,Suburban,Female,16,Right,1
617,3.45,169,1,1,Less than high school,Urban,Female,14,Left,3
618,1.4,410,4,1,Graduate degree,Urban,Male,66,Right,2
619,2.2,321,1,2,Less than high school,Suburban,Female,15,Right,2
620,8.4,280,4,2,Graduate degree,Urban,Male,33,Right,2
621,3.6,247,3,1,University degree,Suburban,Male,39,Right,2
622,2.15,235,4,2,Graduate degree,Rural,Female,34,Right,3
623,3.1,428,4,2,Graduate degree,Urban,Male,19,Left,2
624,4.7,142,1,1,Less than high school,Urban,Female,16,Right,2
625,5.7,137,2,1,High School,Urban,Female,18,Right,3
626,2.3,152,3,1,University degree,Suburban,Male,26,Right,2
627,2.2,213,2,1,High School,Rural,Male,18,Right,0
628,2.55,344,2,1,High School,Suburban,Male,23,Right,5
629,8.65,178,2,1,High School,NA,Male,33,Right,3
630,1.3,224,4,2,Graduate degree,Urban,Male,46,Right,9
631,1.9,446,2,2,High School,Urban,Male,18,Right,1
632,6.15,140,3,1,University degree,Suburban,Male,19,Right,1
633,4.75,279,2,2,High School,Urban,Male,18,Right,2
634,1.35,238,3,2,University degree,Rural,Female,39,Right,4
635,6.05,774,1,1,Less than high school,Suburban,Male,18,Right,4
636,4.05,149,1,1,Less than high school,Urban,Female,15,Right,5
637,1.3,165,2,1,High School,Rural,Male,23,Left,4
638,2.9,226,2,1,High School,Suburban,Male,18,Right,3
639,1.65,214,2,1,High School,Suburban,Male,58,Right,3
640,2.8,252,4,2,Graduate degree,Rural,Male,39,Right,5
641,2.1,143,2,2,High School,Suburban,Male,20,Right,1
642,1.55,126,4,1,Graduate degree,Suburban,Male,32,Right,3
643,5.6,429,3,1,University degree,Suburban,Male,53,Right,2
644,2.75,766,2,2,High School,Suburban,Female,25,Right,1
645,1.75,231,2,2,High School,Rural,Male,44,Right,2
646,7.25,131,2,1,High School,Urban,Male,26,Right,1
647,1.9,109,2,1,High School,Urban,Male,21,Right,1
648,4.85,248,2,1,High School,Urban,Female,18,Right,3
649,1,160,2,1,High School,Urban,Female,25,Right,2
650,1.15,209,3,2,University degree,Rural,Female,23,Both,0
651,1.1,335,4,2,Graduate degree,Urban,Female,20,Right,0
652,4.3,313,2,1,High School,Urban,Male,20,Right,2
653,1.45,165,2,1,High School,Suburban,Male,18,Right,2
654,1.1,190,3,1,University degree,Suburban,Male,24,Right,2
655,1.75,176,2,1,High School,Rural,Female,19,NA,1
656,1.8,197,2,1,High School,Suburban,Female,16,Right,2
657,5.2,1095,2,1,High School,Rural,Male,18,Right,2
658,1,672,2,1,High School,Urban,Female,17,Left,1
659,1.4,169,3,2,University degree,Suburban,Female,28,Right,2
660,3.9,326,4,1,Graduate degree,Rural,Female,59,Right,7
661,4.45,441,2,1,High School,Rural,Male,51,Right,3
662,3.9,348,1,1,Less than high school,Suburban,Male,15,Right,2
663,5.5,242,1,1,Less than high school,Suburban,Male,16,Right,2
664,1.35,274,2,2,High School,Urban,Female,17,Right,3
665,1.1,243,3,2,University degree,Urban,Male,19,Right,2
666,4.05,197,3,2,University degree,Suburban,Male,23,Left,2
667,2.25,198,3,1,University degree,NA,Male,29,Right,2
668,4.7,202,1,2,Less than high school,Suburban,Female,16,Right,3
669,4.95,2277,3,2,University degree,Urban,Male,18,Right,1
670,1.2,166,3,1,University degree,Urban,Female,68,Right,4
671,4.65,1637,2,2,High School,Suburban,Male,30,Right,2
672,4.7,165,3,1,University degree,Suburban,Male,25,Right,2
673,3.55,834,4,2,Graduate degree,Urban,Male,73,Right,7
674,2.8,224,1,1,Less than high school,Urban,Female,14,Right,2
675,1.8,128,2,1,High School,Suburban,Female,18,Right,3
676,2.5,221,4,2,Graduate degree,Urban,Female,25,Both,2
677,1.45,209,1,1,Less than high school,Rural,Male,15,Right,2
678,1.2,165,1,1,Less than high school,Urban,Male,15,Right,2
679,2.05,286,3,2,University degree,Urban,Female,23,Left,1
680,6.5,210,2,1,High School,Suburban,Male,21,Left,1
681,3.9,293,2,1,High School,Urban,Female,39,Right,4
682,1.1,129,4,1,Graduate degree,Rural,Female,41,Right,4
683,3.9,161,3,2,University degree,Rural,Male,25,Right,2
684,1.2,133,3,1,University degree,Suburban,Male,26,Right,1
685,1.4,381,2,2,High School,Rural,Male,34,Right,3
686,4.15,205,3,1,University degree,Rural,Male,29,Right,3
687,3.75,441,2,2,High School,Urban,Female,17,Right,2
688,3.45,498,4,2,Graduate degree,Suburban,Male,34,Right,3
689,2.7,234,4,1,Graduate degree,Rural,Male,26,Right,7
690,3.85,423,3,2,University degree,Urban,Female,27,Right,2
691,2.25,218,2,2,High School,Rural,Male,31,Right,1
692,2.4,244,3,1,University degree,Suburban,Female,32,Right,2
693,1.85,201,4,1,Graduate degree,Rural,Male,45,Right,1
694,4.55,194,2,1,High School,Suburban,Female,20,Right,4
695,1.45,236,4,1,Graduate degree,Urban,Male,55,Right,5
696,4.95,206,2,1,High School,Suburban,Male,21,Right,3
697,1,120,3,1,University degree,Urban,Female,23,Right,6
698,2.8,308,1,1,Less than high school,Urban,Female,15,Right,2
699,1.65,157,3,2,University degree,Urban,Female,18,Right,2
700,5,253,3,1,University degree,Suburban,Male,20,Right,3
701,1.5,526,4,1,Graduate degree,Suburban,Female,53,Right,3
702,6.55,187,1,2,Less than high school,Suburban,Male,16,Right,2
703,5.7,382,2,1,High School,Urban,Male,58,Right,0
704,2.05,387,4,1,Graduate degree,Rural,Male,58,Right,3
705,2.95,383,3,1,University degree,Urban,Female,33,Right,3
706,1.9,233,1,1,Less than high school,Rural,Female,16,Right,3
707,7.3,428,1,1,Less than high school,Suburban,Male,16,Right,1
708,2.8,163,4,1,Graduate degree,Suburban,Male,44,Right,2
709,2.6,282,3,1,University degree,Rural,Male,56,Left,3
710,1.9,293,1,1,Less than high school,Suburban,Male,17,Right,1
711,1,966,3,1,University degree,Suburban,Male,53,Both,4
712,1.2,124,2,1,High School,Suburban,Male,18,Right,3
713,6.8,118,2,1,High School,Urban,Male,28,Left,7
714,2.9,539,3,2,University degree,Urban,Female,41,Left,2
715,2.9,182,2,1,High School,Suburban,Female,20,Right,2
716,1.4,1268,4,1,Graduate degree,Suburban,Male,46,Right,4
717,1.3,155,2,1,High School,Suburban,Male,18,Right,2
718,2,184,3,1,University degree,Urban,Male,22,Right,3
719,5.3,198,3,1,University degree,Suburban,Male,26,Right,1
720,1,678,3,1,University degree,Urban,Male,35,Right,4
721,1.65,2590,2,1,High School,Urban,Male,50,Right,3
722,1.1,142,2,1,High School,Urban,Female,17,Left,2
723,3.5,902,2,2,High School,Suburban,Male,18,Right,3
724,1.75,148,2,1,High School,Rural,Male,63,Both,1
725,1.45,178,4,1,Graduate degree,Suburban,Female,28,Right,3
726,5.65,220,2,1,High School,Rural,Male,50,Right,3
727,1.5,155,2,1,High School,Urban,Male,61,Left,4
728,1.65,464,3,1,University degree,Suburban,Male,37,Right,2
729,1.65,216,2,1,High School,Suburban,Male,15,Left,2
730,5.7,192,3,1,University degree,NA,Male,26,Right,4
731,2.95,1239,2,1,High School,Suburban,Male,38,Left,4
732,3.1,274,3,2,University degree,Suburban,Female,40,Right,1
733,4.2,315,3,1,University degree,Suburban,Male,32,Right,1
734,1.35,133,2,2,High School,Urban,Female,18,Right,3
735,3.05,326,2,1,High School,Suburban,Male,28,Right,1
736,1.2,226,3,2,University degree,Rural,Male,31,Right,2
737,2.95,184,3,1,University degree,Suburban,Male,30,Left,0
738,1.2,189,4,1,Graduate degree,Rural,Female,25,Right,2
739,3.4,220,1,1,Less than high school,Suburban,Male,17,Right,2
740,3.5,3268,3,1,University degree,Urban,Male,21,Right,2
741,2.65,384,2,2,High School,Rural,Female,19,Right,2
742,3.8,171,2,2,High School,Rural,Male,23,Right,2
743,6,185,3,2,University degree,Rural,Female,29,Left,3
744,1.6,176,1,1,Less than high school,Rural,Male,17,Right,1
745,2.75,134,2,2,High School,Urban,Female,19,Right,3
746,2.5,108,1,2,Less than high school,Urban,Male,15,Right,1
747,2.65,345,1,1,Less than high school,Suburban,Female,15,Right,4
748,1.6,416,1,1,Less than high school,Urban,Male,17,Right,1
749,6.3,169,2,1,High School,Suburban,Male,18,Right,4
750,6.95,243,3,1,University degree,Suburban,Male,25,Right,2
751,1.75,128,2,1,High School,Rural,Female,19,Right,2
752,7.75,205,2,1,High School,Rural,Female,16,Right,6
753,4.55,558,4,2,Graduate degree,Rural,Male,37,Right,2
754,1.9,261,4,1,Graduate degree,Suburban,Male,45,Right,5
755,1,126,3,1,University degree,Suburban,Male,21,Left,3
756,5.1,124,3,1,University degree,Suburban,Female,37,Right,1
757,2.8,274,2,1,High School,Rural,Female,46,Right,4
758,2.35,261,3,2,University degree,Rural,Female,34,Right,4
759,1.9,186,2,1,High School,Suburban,Other,18,Right,5
760,7.05,159,2,1,High School,Rural,Male,18,Right,2
761,3.25,199,1,2,Less than high school,Rural,Male,13,Both,2
762,3.85,167,2,2,High School,Urban,Male,22,Right,1
763,1.05,109,3,1,University degree,Suburban,Male,52,Right,0
764,4.05,227,2,1,High School,Suburban,Male,18,Left,3
765,3.45,406,3,1,University degree,Rural,Male,40,Both,3
766,1.4,101,2,1,High School,Suburban,Female,15,Right,2
767,3.4,171,1,1,Less than high school,Rural,Male,17,Right,1
768,7.65,205,2,1,High School,Urban,Male,22,Right,3
769,2.8,253,2,2,High School,Urban,Male,17,Right,1
770,2.7,311,4,2,Graduate degree,Urban,Male,25,Right,1
771,2.15,265,4,1,Graduate degree,Suburban,Male,27,Right,2
772,5.05,95,3,1,University degree,Suburban,Male,20,Right,3
773,2,142,3,1,University degree,Urban,Male,25,Right,1
774,2.95,5313,2,2,High School,Urban,Male,16,Right,3
775,4.6,173,3,1,University degree,Rural,Male,31,Right,2
776,6.75,219,2,2,High School,Urban,Male,21,Both,3
777,7.35,852,3,1,University degree,Urban,Male,48,Right,2
778,1.85,117,2,1,High School,Suburban,Female,17,Right,2
779,1.2,223,3,2,University degree,Urban,Female,35,Left,1
780,2.65,193,3,1,University degree,Suburban,Male,40,NA,2
781,1,92,3,1,University degree,Suburban,Male,18,Left,3
782,1,333,3,1,University degree,Suburban,Female,22,Right,3
783,3.8,205,3,1,University degree,Suburban,Male,24,Right,2
784,7.2,153,2,1,High School,Suburban,Male,22,Right,3
785,3.1,196,2,2,High School,Suburban,Female,18,Right,6
786,1.8,224,3,1,University degree,Rural,Female,19,Both,2
787,1.9,180,2,2,High School,Urban,Male,17,Right,3
788,6.7,217,2,1,High School,Suburban,Female,49,Both,3
789,2,207,1,1,Less than high school,Suburban,Male,16,Right,3
790,1,258,2,1,High School,Suburban,Female,21,Right,2
791,2.7,129,3,2,University degree,Urban,Male,26,Right,2
792,7.15,548,2,1,High School,Suburban,Male,18,Right,2
793,3.65,139,4,2,Graduate degree,Suburban,Male,39,Right,2
794,1,182,3,2,University degree,Rural,Female,28,Right,2
795,2.6,364,3,1,University degree,Suburban,Female,52,Right,4
796,2.3,272,2,2,High School,Suburban,Female,17,Left,1
797,5.2,440,3,2,University degree,Suburban,Male,35,Left,3
798,1.65,249,2,1,High School,Rural,Male,31,Right,4
799,2.15,173,4,1,Graduate degree,Suburban,Female,31,Right,2
800,4.8,488,1,1,Less than high school,Urban,Female,19,Right,2
801,1.15,345,2,1,High School,Suburban,Male,18,Right,2
802,2.45,269,2,1,High School,Urban,Female,18,Right,2
803,2.1,215,1,1,Less than high school,Suburban,Male,13,Right,2
804,3.7,133,4,2,Graduate degree,Suburban,Male,48,Right,2
805,3.4,377,1,1,Less than high school,Urban,Male,16,Right,2
806,2,175,2,1,High School,Suburban,Male,18,Right,2
807,1.75,133,3,1,University degree,Suburban,Female,20,Right,2
